title;imdb ID;TMDB ID;poster path;genre count;Genres
War for the Planet of the Apes;tt3450958;281338;/3vYhLLxrTtZLysXtIWktmd57Snv.jpg;3;~Drama~Science Fiction~War  
Jumanji: Welcome to the Jungle;tt2283362;353486;/bXrZ5iHBEjH7WMidbUDQ0U2xbmr.jpg;4;~Action~Adventure~Comedy~Family  
Insurgent;tt2908446;262500;/6w1VjTPTjTaA5oNvsAg0y4H6bou.jpg;4;~Action~Adventure~Science Fiction~Thriller  
Maze Runner: The Death Cure;tt4500922;336843;/7GgZ6DGezkh3szFdvskH5XD4V0t.jpg;6;~Action~Mystery~Science Fiction~Thriller~Adventure~Fantasy  
Thor: The Dark World;tt1981115;76338;/bnX5PqAdQZRXSw3aX3DutDcdso5.jpg;3;~Action~Adventure~Fantasy  
Justice League;tt0974015;141052;/eifGNCSDuxJeS1loAXil5bIGgvC.jpg;4;~Action~Adventure~Fantasy~Science Fiction  
Teenage Mutant Ninja Turtles;tt1291150;98566;/oDL2ryJ0sV2bmjgshVgJb3qzvwp.jpg;5;~Science Fiction~Action~Adventure~Fantasy~Comedy  
Gone Girl;tt2267998;210577;/gdiLTof3rbPDAmPaCf4g6op46bj.jpg;3;~Mystery~Thriller~Drama  
Den of Thieves;tt1259528;449443;/AfybH6GbGFw1F9bcETe2yu25mIE.jpg;3;~Action~Thriller~Crime  
Terminator Genisys;tt1340138;87101;/5JU9ytZJyR3zmClGmVm9q4Geqbd.jpg;4;~Science Fiction~Action~Thriller~Adventure  
San Andreas;tt2126355;254128;/qey0tdcOp9kCDdEZuJ87yE3crSe.jpg;3;~Action~Drama~Thriller  
Birdman;tt2562232;194662;/rSZs93P0LLxqlVEbI001UKoeCQC.jpg;2;~Drama~Comedy  
Fury;tt2713180;228150;/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg;3;~War~Drama~Action  
Chappie;tt1823672;198184;/saF3HtAduvrP9ytXDxSnQJP3oqx.jpg;3;~Crime~Action~Science Fiction  
Peter Rabbit;tt5117670;381719;/2yjSvEDuM3rLDng40erLsWkQRfn.jpg;3;~Animation~Adventure~Family  
Missouri;tt5027774;359940;/vgvw6w1CtcFkuXXn004S5wQsHRl.jpg;2;~Crime~Drama  
Tomb Raider;tt1365519;338970;/ePyN2nX9t8SOl70eRW47Q29zUFO.jpg;3;~Action~Adventure~Fantasy  
Tomorrowland;tt1964418;158852;/69Cz9VNQZy39fUE2g0Ggth6SBTM.jpg;4;~Adventure~Family~Mystery~Science Fiction  
The Equalizer;tt0455944;156022;/2eQfjqlvPAxd9aLDs8DvsKLnfed.jpg;3;~Thriller~Action~Crime  
Taken 3;tt2446042;260346;/ikDwR3i2bczqnRf1urJTy77YTFf.jpg;2;~Thriller~Action  
X-Men: Days of Future Past;tt1877832;127585;/qKkFk9HELmABpcPoc1HHZGIxQ5a.jpg;4;~Action~Adventure~Fantasy~Science Fiction  
Iron Man 3;tt1300854;68721;/1Ilv6ryHUv6rt9zIsbSEJUmmbEi.jpg;3;~Action~Adventure~Science Fiction  
Rise of the Planet of the Apes;tt1318514;61791;/ddWSWgAjAhksNhMeeBTSqY6otIA.jpg;4;~Thriller~Action~Drama~Science Fiction  
Ant-Man;tt0478970;102899;/D6e8RJf2qUstnfkTslTXNTUAlT.jpg;3;~Science Fiction~Action~Adventure  
The Lord of the Rings: The Fellowship of the Ring;tt0120737;120;/bi9JddwTwBt3ixGLAiMAF7OXMbV.jpg;3;~Adventure~Fantasy~Action  
Iron Man;tt0371746;1726;/848chlIWVT41VtAAgyh9bWymAYb.jpg;3;~Action~Science Fiction~Adventure  
Logan;tt3315342;263115;/gGBu0hKw9BGddG8RkRAMX7B6NDB.jpg;3;~Action~Drama~Science Fiction  
Pirates of the Caribbean: The Curse of the Black Pearl;tt0325980;22;/tkt9xR1kNX5R9rCebASKck44si2.jpg;3;~Adventure~Fantasy~Action  
12 Strong;tt1413492;429351;/j18021qCeRi3yUBtqd2UFj1c0RQ.jpg;3;~War~Drama~History  
Batman v Superman: Dawn of Justice;tt2975590;209112;/cGOPbv9wA5gEejkUN892JrveARt.jpg;3;~Action~Adventure~Fantasy  
Mad Max: Fury Road;tt1392190;76341;/kqjL17yufvn9OVLyXYpvtyrFfak.jpg;4;~Action~Adventure~Science Fiction~Thriller  
The Dark Knight Rises;tt1345836;49026;/dEYnvnUfXrqvqeRSqvIEtmzhoA8.jpg;4;~Action~Crime~Drama~Thriller  
Baby Driver;tt3890160;339403;/dN9LbVNNZFITwfaRjl4tmwGWkRg.jpg;2;~Action~Crime  
Twilight;tt1099212;8966;/lcMp3AONdNhjYE9MmTtMMTOiRDP.jpg;4;~Adventure~Fantasy~Drama~Romance  
The Commuter;tt1590193;399035;/rDeGK6FIUfVcXmuBdEORPAGPMNg.jpg;5;~Action~Crime~Drama~Mystery~Thriller  
Maze Runner: The Scorch Trials;tt4046784;294254;/vlTPQANjLYTebzFJM1G4KeON0cb.jpg;3;~Action~Science Fiction~Thriller  
The Lord of the Rings: The Return of the King;tt0167260;122;/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg;3;~Adventure~Fantasy~Action  
Spectre;tt2379713;206647;/hE24GYddaxB9MVZl1CaiI86M3kp.jpg;3;~Action~Adventure~Crime  
Kingsman: The Golden Circle;tt4649466;343668;/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg;3;~Action~Adventure~Comedy  
Avatar;tt0499549;19995;/kmcqlZGaSh20zpTbuoF0Cdn07dT.jpg;4;~Action~Adventure~Fantasy~Science Fiction  
Mission: Impossible - Rogue Nation;tt2381249;177677;/z2sJd1OvAGZLxgjBdSnQoLCfn3M.jpg;3;~Action~Adventure~Thriller  
Blade Runner;tt0083658;78;/wuvsU227d8pvHvTRaqkPlsj0OvD.jpg;3;~Science Fiction~Drama~Thriller  
Guardians of the Galaxy Vol. 2;tt3896198;283995;/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg;4;~Action~Adventure~Comedy~Science Fiction  
The Departed;tt0407887;1422;/tGLO9zw5ZtCeyyEWgbYGgsFxC6i.jpg;3;~Drama~Thriller~Crime  
Nightcrawler;tt2872718;242582;/8oPY6ULFOTbAEskySNhgsUIN4fW.jpg;3;~Crime~Drama~Thriller  
Meet Me In St. Gallen;tt7967834;499772;/uGntNjUx6YAzbVy7RDgxWnWsdet.jpg;2;~Drama~Romance  
Spider-Man: Homecoming;tt2250912;315635;/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg;4;~Action~Adventure~Comedy~Science Fiction  
Cinderella;tt1661199;150689;/o1F2aloaOUufHHOsV0laA9aw9N0.jpg;4;~Romance~Fantasy~Family~Drama  
Fight Club;tt0137523;550;/adw6Lq9FiC9zjYEpOqfq03ituwp.jpg;1;~Drama  
Ice Age;tt0268380;425;/zpaQwR0YViPd83bx1e559QyZ35i.jpg;4;~Animation~Comedy~Family~Adventure  
Captain America: Civil War;tt3498820;271110;/kSBXou5Ac7vEqKd97wotJumyJvU.jpg;3;~Adventure~Action~Science Fiction  
Iron Man 2;tt1228705;10138;/ArqpkNYGfcTIA6umWt6xihfIZZv.jpg;3;~Adventure~Action~Science Fiction  
The Lion King;tt0110357;8587;/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg;3;~Family~Animation~Drama  
The Dark Tower;tt1648190;353491;/i9GUSgddIqrroubiLsvvMRYyRy0.jpg;4;~Action~Fantasy~Science Fiction~Western  
Inception;tt1375666;27205;/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg;5;~Action~Thriller~Science Fiction~Mystery~Adventure  
Hostiles;tt5478478;384680;/rqoezyB51GfhiloOB5ZErg5HXas.jpg;4;~Adventure~Drama~Western~History  
Star Wars: The Force Awakens;tt2488496;140607;/weUSwMdQIa3NaXVzwUoIIcAi85d.jpg;4;~Action~Adventure~Science Fiction~Fantasy  
Batman Begins;tt0372784;272;/dr6x4GyyegBWtinPBzipY02J2lV.jpg;3;~Action~Crime~Drama  
The Imitation Game;tt2084970;205596;/noUp0XOqIcmgefRnRZa1nhtRvWO.jpg;4;~History~Drama~Thriller~War  
Finding Nemo;tt0266543;12;/syPWyeeqzTQIxjIUaIFI7d0TyEY.jpg;2;~Animation~Family  
Valerian and the City of a Thousand Planets;tt2239822;339964;/jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg;3;~Adventure~Science Fiction~Action  
The Dark Knight;tt0468569;155;/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg;4;~Drama~Action~Crime~Thriller  
It Follows;tt3235888;270303;/4MrwJZr0R9LbyOgZqwLNmtzzxbu.jpg;2;~Horror~Thriller  
Django Unchained;tt1853728;68718;/5WJnxuw41sddupf8cwOxYftuvJG.jpg;2;~Drama~Western  
Hercules;tt1267297;184315;/wGAWxOnVjwXqvoiKX7Pf6XOWnPJ.jpg;2;~Action~Adventure  
Frozen;tt2294629;109445;/jIjdFXKUNtdf1bwqMrhearpyjMj.jpg;3;~Animation~Adventure~Family  
Alien;tt0078748;348;/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg;2;~Horror~Science Fiction  
The Amazing Spider-Man;tt0948470;1930;/eA2D86Y6VPWuUzZyatiLBwpTilQ.jpg;3;~Action~Adventure~Fantasy  
Pirates of the Caribbean: Dead Man's Chest;tt0383574;58;/waFr5RVKaQ9dzOt3nQuIVB1FiPu.jpg;3;~Adventure~Fantasy~Action  
Lucy;tt2872732;240832;/rwn876MeqienhOVSSjtUPnwxn0Z.jpg;2;~Action~Science Fiction  
Captain America: The First Avenger;tt0458339;1771;/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg;3;~Action~Adventure~Science Fiction  
The Greatest Showman;tt1485796;316029;/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg;2;~Drama~Music  
Annihilation;tt2798920;300668;/d3qcpfNwbAMCNqWDHzPQsUYiUgS.jpg;3;~Mystery~Science Fiction~Drama  
Star Trek Beyond;tt2660888;188927;/mLrQMqyZgLeP8FrT5LCobKAiqmK.jpg;3;~Action~Adventure~Science Fiction  
Ghost in the Shell;tt1219827;315837;/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg;3;~Action~Science Fiction~Thriller  
Southpaw;tt1798684;307081;/50d0XQQETSyg3bwBXhC7K33pKgc.jpg;2;~Action~Drama  
The Godfather;tt0068646;238;/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg;2;~Drama~Crime  
One Flew Over the Cuckoo's Nest;tt0073486;510;/2Sns5oMb356JNdBHgBETjIpRYy9.jpg;1;~Drama  
Fantastic Beasts and Where to Find Them;tt3183660;259316;/1M91Bt3oGspda75H9eLqYZkJzgO.jpg;3;~Adventure~Family~Fantasy  
Indiana Jones and the Temple of Doom;tt0087469;87;/f2nTRKk2zGdUTE7tLJ5EGGSuKA6.jpg;2;~Adventure~Action  
The Lord of the Rings: The Two Towers;tt0167261;121;/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg;3;~Adventure~Fantasy~Action  
American Pie;tt0163651;2105;/k40WFAXMRekWEqsjURO3jiWob67.jpg;2;~Comedy~Romance  
Furious 7;tt2820852;168259;/dCgm7efXDmiABSdWDHBDBx2jwmn.jpg;3;~Action~Crime~Thriller  
Murder on the Orient Express;tt3402236;392044;/iBlfxlw8qwtUS0R8YjIU7JtM6LM.jpg;3;~Crime~Drama~Mystery  
2001: A Space Odyssey;tt0062622;62;/90T7b2LIrL07ndYQBmSm09yqVEH.jpg;3;~Science Fiction~Mystery~Adventure  
Pirates of the Caribbean: Dead Men Tell No Tales;tt1790809;166426;/xbpSDU3p7YUGlu9Mr6Egg2Vweto.jpg;4;~Adventure~Action~Fantasy~Comedy  
Dunkirk;tt5013056;374720;/ebSnODDg9lbsMIaWg2uAbjn7TO5.jpg;5;~Action~Drama~History~Thriller~War  
Fifty Shades of Grey;tt2322441;216015;/jV8wnk3Jgz6f7degmT3lHNGI2tK.jpg;3;~Drama~Romance~Thriller  
Raiders of the Lost Ark;tt0082971;85;/44sKJOGP3fTm4QXBcIuqu0RkdP7.jpg;2;~Adventure~Action  
Inside Out;tt2096673;150540;/aAmfIX3TT40zUHGcCKrlOZRKC7u.jpg;4;~Drama~Comedy~Animation~Family  
Gravity;tt1454468;49047;/uPxtxhB2Fy9ihVqtBtNGHmknJqV.jpg;3;~Science Fiction~Thriller~Drama  
Elysium;tt1535108;68724;/tHkjoAxmhp3Eau1h0Ir7maKMwUz.jpg;4;~Science Fiction~Action~Drama~Thriller  
John Wick: Chapter 2;tt4425200;324552;/zkXnKIwX5pYorKJp2fjFSfNyKT0.jpg;3;~Thriller~Action~Crime  
Split;tt4972582;381288;/rXMWOZiCt6eMX22jWuTOSdQ98bY.jpg;2;~Horror~Thriller  
Terminator 2: Judgment Day;tt0103064;280;/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg;3;~Action~Thriller~Science Fiction  
Deadpool;tt1431045;293660;/inVq3FRqcYIRl2la8iZikYYxFNR.jpg;3;~Action~Adventure~Comedy  
Casino Royale;tt0381061;36557;/zlWBxz2pTA9p45kUTrI8AQiKrHm.jpg;3;~Adventure~Action~Thriller  
Dracula Untold;tt0829150;49017;/4oy4e0DP6LRwRszfx8NY8EYBj8V.jpg;5;~Horror~Action~Drama~Fantasy~War  
Donnie Darko;tt0246578;141;/nmb4QhCRmdfNP6rgb81yUFgI83l.jpg;3;~Fantasy~Drama~Mystery  
Pacific Rim;tt1663662;68726;/sCJEwEShZvruTpQ2a4yiX3Q9EyZ.jpg;3;~Action~Science Fiction~Adventure  
Jupiter Ascending;tt1617661;76757;/aMEsvTUklw0uZ3gk3Q6lAj6302a.jpg;4;~Science Fiction~Fantasy~Action~Adventure  
Divergent;tt1840309;157350;/yTtx2ciqk4XdN1oKhMMDy3f5ue3.jpg;3;~Action~Adventure~Science Fiction  
The Chronicles of Narnia: The Lion  the Witch and the Wardrobe;tt0363771;411;/l8RKDgjl9co0IgFZblxhtIOi5Uj.jpg;3;~Adventure~Family~Fantasy 
Aliens;tt0090605;679;/nORMXEkYEbzkU5WkMWMgRDJwjSZ.jpg;4;~Horror~Action~Thriller~Science Fiction  
Spider-Man;tt0145487;557;/rZd0y1X1Gw4t5B3f01Qzj8DYY66.jpg;2;~Fantasy~Action  
Deep Blue Sea 2;tt7086706;492336;/xqjAHXMJLORx9vVsCTJ6ZPJcr3D.jpg;4;~Science Fiction~Horror~Action~TV Movie  
Men in Black;tt0119654;607;/f24UVKq3UiQWLqGWdqjwkzgB8j8.jpg;4;~Action~Adventure~Comedy~Science Fiction  
The Expendables;tt1320253;27578;/4gLFKsalwRy0ONzfYaRsKr5wilK.jpg;3;~Thriller~Adventure~Action  
Prometheus;tt1446714;70981;/ng8ALjSDhUmwLl7vtjUWIZNQSlt.jpg;3;~Science Fiction~Adventure~Mystery  
Pirates of the Caribbean: At World's End;tt0449088;285;/bXb00CkHqx7TPchTGG131sWV59y.jpg;3;~Adventure~Fantasy~Action  
Mission: Impossible;tt0117060;954;/vmj2PzTLC6xJvshpq8SlaYE3gbd.jpg;3;~Adventure~Action~Thriller  
Gladiator;tt0172495;98;/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg;3;~Action~Drama~Adventure  
Despicable Me;tt1323594;20352;/4zHJhBSY4kNZXfhTlmy2TzXD51M.jpg;2;~Animation~Family  
RoboCop;tt1234721;97020;/hFQcC5eSSHqJfk70RdgrMMxGuYt.jpg;2;~Action~Science Fiction  
Russkaya Lolita;tt4136094;329103;/tXQa4fpOj8ab79ByTd4sGAqz36o.jpg;1;~Romance  
The Green Mile;tt0120689;497;/3yJUlOtVa09CYJocwBU8eAryja0.jpg;3;~Fantasy~Drama~Crime  
Oblivion;tt1483013;75612;/hmOzkHlkGvi8x24fYpFSnXvjklv.jpg;4;~Action~Science Fiction~Adventure~Mystery  
Toy Story;tt0114709;862;/rhIRbceoE9lR4veEXuwCC2wARtG.jpg;3;~Animation~Comedy~Family  
Interstellar;tt0816692;157336;/nBNZadXqJSdt05SHLqgT0HuC5Gm.jpg;3;~Adventure~Drama~Science Fiction  
Psycho;tt0054215;539;/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg;3;~Drama~Horror~Thriller  
Moonlight;tt4975722;376867;/qAwFbszz0kRyTuXmMeKQZCX3Q2O.jpg;1;~Drama  
Kong: Skull Island;tt3731562;293167;/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg;3;~Action~Adventure~Fantasy  
Pulp Fiction;tt0110912;680;/dM2w364MScsjFf8pfMbaWUcWrR.jpg;2;~Thriller~Crime  
Red Sparrow;tt2873282;401981;/fyufzd2S1lLxMxkTHTnmr6VJfe5.jpg;2;~Mystery~Thriller  
Doctor Strange;tt1211837;284052;/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg;4;~Action~Adventure~Fantasy~Science Fiction  
The Jungle Book;tt3040964;278927;/vOipe2myi26UDwP978hsYOrnUWC.jpg;4;~Adventure~Drama~Family~Fantasy  
The Incredible Hulk;tt0800080;1724;/qTghl3lO8PhmIxkf8eN5WQQefHI.jpg;3;~Science Fiction~Action~Adventure  
Whiplash;tt2582802;244786;/lIv1QinFqz4dlp5U4lQ6HaiskOZ.jpg;1;~Drama  
Skyfall;tt1074638;37724;/uVALAeLEMGMf3oYpvdVi4uuaNOo.jpg;3;~Action~Adventure~Thriller  
How to Train Your Dragon 2;tt1646971;82702;/lRjOR4uclMQijUav4OjeZprlehu.jpg;6;~Fantasy~Action~Adventure~Animation~Comedy~Family  
X-Men: Apocalypse;tt3385516;246655;/zSouWWrySXshPCT4t3UKCQGayyo.jpg;4;~Action~Adventure~Science Fiction~Fantasy  
Harry Potter and the Deathly Hallows: Part 2;tt1201607;12445;/fTplI1NCSuEDP4ITLcTps739fcC.jpg;3;~Family~Fantasy~Adventure  
The Twilight Saga: New Moon;tt1259571;18239;/4O6OCHVrXie2Th8asDn5utvlTwC.jpg;4;~Adventure~Fantasy~Drama~Romance  
Men in Black II;tt0120912;608;/qWjRfBwr4VculczswwojXgoU0mq.jpg;4;~Action~Adventure~Comedy~Science Fiction  
Kung Fu Panda 3;tt2267968;140300;/MZFPacfKzgisnPoJIPEFZUXBBT.jpg;5;~Action~Adventure~Animation~Comedy~Family  
The Martian;tt3659388;286217;/5aGhaIHYuQbqlHWvWYqMCnj40y2.jpg;3;~Drama~Adventure~Science Fiction  
Se7en;tt0114369;807;/zgB9CCTDlXRv50Z70ZI4elJtNEk.jpg;3;~Crime~Mystery~Thriller  
The Prestige;tt0482571;1124;/5MXyQfz8xUP3dIFPTubhTsbFY6N.jpg;3;~Drama~Mystery~Thriller  
Snowpiercer;tt1706620;110415;/oP0ZWr6MsaQ1TV7xvnZJMKSfz0H.jpg;3;~Action~Science Fiction~Drama  
Despicable Me 2;tt1690953;93456;/kQrYyZQHkwkUg2KlUDyvymj9FAp.jpg;3;~Animation~Comedy~Family  
Captain America: The Winter Soldier;tt1843866;100402;/5TQ6YDmymBpnF005OyoB7ohZps9.jpg;3;~Action~Adventure~Science Fiction  
Godzilla;tt0831387;124905;/szVwkB4H5yyOJBVuQ432b9boO0N.jpg;3;~Action~Drama~Science Fiction  
Man of Steel;tt0770828;49521;/xWlaTLnD8NJMTT9PGOD9z5re1SL.jpg;4;~Action~Adventure~Fantasy~Science Fiction  
The Godfather: Part II;tt0071562;240;/bVq65huQ8vHDd1a4Z37QtuyEvpA.jpg;2;~Drama~Crime  
Saving Private Ryan;tt0120815;857;/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg;3;~Drama~History~War  
The Twilight Saga: Eclipse;tt1325004;24021;/4IIFFKd9vxrlicNbAPS8ONEgIFp.jpg;4;~Adventure~Fantasy~Drama~Romance  
Snow White and the Seven Dwarfs;tt0029583;408;/bOtgcOIFBCUFdY2a737Na6gWQ0X.jpg;3;~Fantasy~Animation~Family  
TRON: Legacy;tt1104001;20526;/vllvystwQjmXzy5OvBKnGl1JREF.jpg;3;~Adventure~Action~Science Fiction  
Back to the Future;tt0088763;105;/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg;4;~Adventure~Comedy~Science Fiction~Family  
Mission: Impossible II;tt0120755;955;/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg;3;~Adventure~Action~Thriller  
The Twilight Saga: Breaking Dawn - Part 1;tt1324999;50619;/q23U9glt0RJIvM0f7g5BqJbqncx.jpg;3;~Adventure~Fantasy~Romance  
Sin City: A Dame to Kill For;tt0458481;189;/k80qKrJ0qQ6ocVo5N932stNSg6j.jpg;2;~Crime~Thriller  
Maleficent;tt1587310;102651;/4FYu1AAu14tuBU0lns0hbKiHUcH.jpg;5;~Fantasy~Adventure~Action~Family~Romance  
Jaws;tt0073195;578;/l1yltvzILaZcx2jYvc5sEMkM7Eh.jpg;3;~Horror~Thriller~Adventure  
A Clockwork Orange;tt0066921;185;/kgAi87gyx6b4oGJYSC36tVkJyJu.jpg;2;~Science Fiction~Drama  
It;tt1396484;346364;/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg;3;~Drama~Horror~Thriller  
The Shawshank Redemption;tt0111161;278;/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg;2;~Drama~Crime  
The Twilight Saga: Breaking Dawn - Part 2;tt1673434;50620;/kJQPygYB8aNEevZZHRifyYrAdU9.jpg;4;~Adventure~Fantasy~Drama~Romance  
Ex Machina;tt0470752;264660;/btbRB7BrD887j5NrvjxceRDmaot.jpg;2;~Drama~Science Fiction  
The Social Network;tt1285016;37799;/ok5Wh8385Kgblq9MSU4VGvazeMH.jpg;1;~Drama  
The Shining;tt0081505;694;/9fgh3Ns1iRzlQNYuJyK0ARQZU7w.jpg;2;~Horror~Thriller  
Indiana Jones and the Kingdom of the Crystal Skull;tt0367882;217;/qY1x6v5daMDTr904G3y84WVgpfC.jpg;2;~Adventure~Action  
Hulk;tt0286716;1927;/ogCQV6mnLtCJuiiHtMB83jvSRfY.jpg;3;~Drama~Action~Science Fiction  
Die Hard: With a Vengeance;tt0112864;1572;/ivpXGcsPZglyYrN65THWSD7JM3q.jpg;2;~Action~Thriller  
Apocalypto;tt0472043;1579;/5BTFXR96hcBzmJvd9FwNayV79Xu.jpg;4;~Action~Adventure~Drama~Thriller  
Looper;tt1276104;59967;/o4qXZMrZlfuTfwwNGMyTcx6p2uO.jpg;3;~Action~Thriller~Science Fiction  
Reservoir Dogs;tt0105236;500;/g7spS2Y4SZoQoC6Hn7zoqEqdYqR.jpg;2;~Crime~Thriller  
Batman;tt0096895;268;/kBf3g9crrADGMc2AMAMlLBgSm2h.jpg;2;~Fantasy~Action  
Beauty and the Beast;tt0101414;10020;/b9QJr2oblOu1grgOMUZF1xkUJdh.jpg;5;~Romance~Family~Animation~Fantasy~Music  
A.I. Artificial Intelligence;tt0212720;644;/wnUAcUrMRGPPZUDroLeZhSjLkuu.jpg;3;~Drama~Science Fiction~Adventure  
Die Hard;tt0095016;562;/mc7MubOLcIw3MDvnuQFrO9psfCa.jpg;2;~Action~Thriller  
Mission: Impossible - Ghost Protocol;tt1229238;56292;/s58mMsgIVOFfoXPtwPWJ3hDYpXf.jpg;3;~Action~Thriller~Adventure  
Miss Peregrine's Home for Peculiar Children;tt1935859;283366;/tzYkC0vqX8Dokuwynhz1lnWWgWT.jpg;3;~Drama~Fantasy~Adventure  
Alienå_;tt0103644;8077;/p7mUd9GpmCYV5qhkKGmiEerFK3i.jpg;3;~Science Fiction~Action~Horror  
The Cabin in the Woods;tt1259521;22970;/utfJuX6DfR28Mv2FMfnPFAYOmTU.jpg;3;~Horror~Comedy~Thriller  
RED 2;tt1821694;146216;/dvWITvEzlq8IaUbxUuBVKvXqfo6.jpg;4;~Action~Comedy~Crime~Thriller  
The Sixth Sense;tt0167404;745;/imps263dHNe3SuoaAJORZyNTdDT.jpg;3;~Mystery~Thriller~Drama  
La ragazza nella nebbia;tt6892400;468202;/eWINXglQ9JVxUuzouYK7arm9YT1.jpg;2;~Crime~Thriller  
