TMDB ID;poster path;Action;Adventure;Animation;Comedy;Crime;Documentary;Drama;Family;Fantasy;History;Horror;Music;Mystery;Romance;Science Fiction;TV Movie;Thriller;War;Western
338970;/ePyN2nX9t8SOl70eRW47Q29zUFO.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
158852;/69Cz9VNQZy39fUE2g0Ggth6SBTM.jpg;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0
156022;/2eQfjqlvPAxd9aLDs8DvsKLnfed.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
260346;/ikDwR3i2bczqnRf1urJTy77YTFf.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
127585;/qKkFk9HELmABpcPoc1HHZGIxQ5a.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
68721;/1Ilv6ryHUv6rt9zIsbSEJUmmbEi.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
61791;/ddWSWgAjAhksNhMeeBTSqY6otIA.jpg;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
102899;/D6e8RJf2qUstnfkTslTXNTUAlT.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
120;/bi9JddwTwBt3ixGLAiMAF7OXMbV.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1726;/848chlIWVT41VtAAgyh9bWymAYb.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
263115;/gGBu0hKw9BGddG8RkRAMX7B6NDB.jpg;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
22;/tkt9xR1kNX5R9rCebASKck44si2.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
429351;/j18021qCeRi3yUBtqd2UFj1c0RQ.jpg;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
209112;/cGOPbv9wA5gEejkUN892JrveARt.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
76341;/kqjL17yufvn9OVLyXYpvtyrFfak.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
49026;/dEYnvnUfXrqvqeRSqvIEtmzhoA8.jpg;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
339403;/dN9LbVNNZFITwfaRjl4tmwGWkRg.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8966;/lcMp3AONdNhjYE9MmTtMMTOiRDP.jpg;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
399035;/rDeGK6FIUfVcXmuBdEORPAGPMNg.jpg;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0
294254;/vlTPQANjLYTebzFJM1G4KeON0cb.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
122;/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
206647;/hE24GYddaxB9MVZl1CaiI86M3kp.jpg;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343668;/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19995;/kmcqlZGaSh20zpTbuoF0Cdn07dT.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
177677;/z2sJd1OvAGZLxgjBdSnQoLCfn3M.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
78;/wuvsU227d8pvHvTRaqkPlsj0OvD.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
283995;/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1422;/tGLO9zw5ZtCeyyEWgbYGgsFxC6i.jpg;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
242582;/8oPY6ULFOTbAEskySNhgsUIN4fW.jpg;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
499772;/uGntNjUx6YAzbVy7RDgxWnWsdet.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
315635;/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
150689;/o1F2aloaOUufHHOsV0laA9aw9N0.jpg;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0
550;/adw6Lq9FiC9zjYEpOqfq03ituwp.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
425;/zpaQwR0YViPd83bx1e559QyZ35i.jpg;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
271110;/kSBXou5Ac7vEqKd97wotJumyJvU.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
10138;/ArqpkNYGfcTIA6umWt6xihfIZZv.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
8587;/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
353491;/i9GUSgddIqrroubiLsvvMRYyRy0.jpg;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1
27205;/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
384680;/rqoezyB51GfhiloOB5ZErg5HXas.jpg;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
140607;/weUSwMdQIa3NaXVzwUoIIcAi85d.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
272;/dr6x4GyyegBWtinPBzipY02J2lV.jpg;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
205596;/noUp0XOqIcmgefRnRZa1nhtRvWO.jpg;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0
12;/syPWyeeqzTQIxjIUaIFI7d0TyEY.jpg;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
339964;/jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
155;/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
270303;/4MrwJZr0R9LbyOgZqwLNmtzzxbu.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
68718;/5WJnxuw41sddupf8cwOxYftuvJG.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
184315;/wGAWxOnVjwXqvoiKX7Pf6XOWnPJ.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109445;/jIjdFXKUNtdf1bwqMrhearpyjMj.jpg;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
348;/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
1930;/eA2D86Y6VPWuUzZyatiLBwpTilQ.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
58;/waFr5RVKaQ9dzOt3nQuIVB1FiPu.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
240832;/rwn876MeqienhOVSSjtUPnwxn0Z.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1771;/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
316029;/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
300668;/d3qcpfNwbAMCNqWDHzPQsUYiUgS.jpg;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
188927;/mLrQMqyZgLeP8FrT5LCobKAiqmK.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
315837;/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
307081;/50d0XQQETSyg3bwBXhC7K33pKgc.jpg;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
238;/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
510;/2Sns5oMb356JNdBHgBETjIpRYy9.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
259316;/1M91Bt3oGspda75H9eLqYZkJzgO.jpg;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
87;/f2nTRKk2zGdUTE7tLJ5EGGSuKA6.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
121;/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2105;/k40WFAXMRekWEqsjURO3jiWob67.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
168259;/dCgm7efXDmiABSdWDHBDBx2jwmn.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
392044;/iBlfxlw8qwtUS0R8YjIU7JtM6LM.jpg;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
62;/90T7b2LIrL07ndYQBmSm09yqVEH.jpg;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
166426;/xbpSDU3p7YUGlu9Mr6Egg2Vweto.jpg;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
374720;/ebSnODDg9lbsMIaWg2uAbjn7TO5.jpg;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0
216015;/jV8wnk3Jgz6f7degmT3lHNGI2tK.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
85;/44sKJOGP3fTm4QXBcIuqu0RkdP7.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150540;/aAmfIX3TT40zUHGcCKrlOZRKC7u.jpg;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
49047;/uPxtxhB2Fy9ihVqtBtNGHmknJqV.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
68724;/tHkjoAxmhp3Eau1h0Ir7maKMwUz.jpg;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
324552;/zkXnKIwX5pYorKJp2fjFSfNyKT0.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
381288;/rXMWOZiCt6eMX22jWuTOSdQ98bY.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
280;/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
293660;/inVq3FRqcYIRl2la8iZikYYxFNR.jpg;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36557;/zlWBxz2pTA9p45kUTrI8AQiKrHm.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
49017;/4oy4e0DP6LRwRszfx8NY8EYBj8V.jpg;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
141;/nmb4QhCRmdfNP6rgb81yUFgI83l.jpg;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
68726;/sCJEwEShZvruTpQ2a4yiX3Q9EyZ.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
76757;/aMEsvTUklw0uZ3gk3Q6lAj6302a.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
157350;/yTtx2ciqk4XdN1oKhMMDy3f5ue3.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
411;/l8RKDgjl9co0IgFZblxhtIOi5Uj.jpg;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
679;/nORMXEkYEbzkU5WkMWMgRDJwjSZ.jpg;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
557;/rZd0y1X1Gw4t5B3f01Qzj8DYY66.jpg;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
492336;/xqjAHXMJLORx9vVsCTJ6ZPJcr3D.jpg;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
607;/f24UVKq3UiQWLqGWdqjwkzgB8j8.jpg;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
27578;/4gLFKsalwRy0ONzfYaRsKr5wilK.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
70981;/ng8ALjSDhUmwLl7vtjUWIZNQSlt.jpg;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
285;/bXb00CkHqx7TPchTGG131sWV59y.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
954;/vmj2PzTLC6xJvshpq8SlaYE3gbd.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
98;/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
20352;/4zHJhBSY4kNZXfhTlmy2TzXD51M.jpg;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
97020;/hFQcC5eSSHqJfk70RdgrMMxGuYt.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
329103;/tXQa4fpOj8ab79ByTd4sGAqz36o.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
497;/3yJUlOtVa09CYJocwBU8eAryja0.jpg;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
75612;/hmOzkHlkGvi8x24fYpFSnXvjklv.jpg;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
862;/rhIRbceoE9lR4veEXuwCC2wARtG.jpg;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
157336;/nBNZadXqJSdt05SHLqgT0HuC5Gm.jpg;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
539;/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
376867;/qAwFbszz0kRyTuXmMeKQZCX3Q2O.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
293167;/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
680;/dM2w364MScsjFf8pfMbaWUcWrR.jpg;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
401981;/fyufzd2S1lLxMxkTHTnmr6VJfe5.jpg;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
284052;/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
278927;/vOipe2myi26UDwP978hsYOrnUWC.jpg;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1724;/qTghl3lO8PhmIxkf8eN5WQQefHI.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
244786;/lIv1QinFqz4dlp5U4lQ6HaiskOZ.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
37724;/uVALAeLEMGMf3oYpvdVi4uuaNOo.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
82702;/lRjOR4uclMQijUav4OjeZprlehu.jpg;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
246655;/zSouWWrySXshPCT4t3UKCQGayyo.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
12445;/fTplI1NCSuEDP4ITLcTps739fcC.jpg;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
18239;/4O6OCHVrXie2Th8asDn5utvlTwC.jpg;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
608;/qWjRfBwr4VculczswwojXgoU0mq.jpg;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
140300;/MZFPacfKzgisnPoJIPEFZUXBBT.jpg;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
286217;/5aGhaIHYuQbqlHWvWYqMCnj40y2.jpg;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
807;/zgB9CCTDlXRv50Z70ZI4elJtNEk.jpg;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
1124;/5MXyQfz8xUP3dIFPTubhTsbFY6N.jpg;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
110415;/oP0ZWr6MsaQ1TV7xvnZJMKSfz0H.jpg;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
93456;/kQrYyZQHkwkUg2KlUDyvymj9FAp.jpg;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
100402;/5TQ6YDmymBpnF005OyoB7ohZps9.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
124905;/szVwkB4H5yyOJBVuQ432b9boO0N.jpg;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
49521;/xWlaTLnD8NJMTT9PGOD9z5re1SL.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
240;/bVq65huQ8vHDd1a4Z37QtuyEvpA.jpg;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
857;/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
24021;/4IIFFKd9vxrlicNbAPS8ONEgIFp.jpg;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
408;/bOtgcOIFBCUFdY2a737Na6gWQ0X.jpg;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
20526;/vllvystwQjmXzy5OvBKnGl1JREF.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
105;/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
955;/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
50619;/q23U9glt0RJIvM0f7g5BqJbqncx.jpg;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
189;/k80qKrJ0qQ6ocVo5N932stNSg6j.jpg;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
102651;/4FYu1AAu14tuBU0lns0hbKiHUcH.jpg;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
578;/l1yltvzILaZcx2jYvc5sEMkM7Eh.jpg;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
185;/kgAi87gyx6b4oGJYSC36tVkJyJu.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
346364;/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
278;/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
50620;/kJQPygYB8aNEevZZHRifyYrAdU9.jpg;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
264660;/btbRB7BrD887j5NrvjxceRDmaot.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
37799;/ok5Wh8385Kgblq9MSU4VGvazeMH.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
694;/9fgh3Ns1iRzlQNYuJyK0ARQZU7w.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
217;/qY1x6v5daMDTr904G3y84WVgpfC.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1927;/ogCQV6mnLtCJuiiHtMB83jvSRfY.jpg;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1572;/ivpXGcsPZglyYrN65THWSD7JM3q.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
